School ID,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,State,geometry,Student_Open_Date,Open_Year
781,Regional School District 05,Regional School District 05,Regional School Districts,2050012,25 Newton Road,Woodbridge,6525,203-397-4811,CT,POINT (-73.0077637 41.3574219),2002-01-07,2002
782,Monroe School District,Masuk High School,Public Schools,856111,1014 Monroe Tpke.,Monroe,6468,203-452-5823,CT,POINT (-73.194533 41.3502311),1984-01-07,1984
783,Plainfield School District,Moosup Elementary School,Public Schools,1090111,35 Church St.,Moosup,6354,860-564-6430,CT,POINT (-71.88147138744702 41.71652965),1984-01-07,1984
784,Madison School District,Kathleen H. Ryerson Elementary School,Public Schools,760311,982 Durham Rd.,Madison,6443,203-245-6440,CT,POINT (-72.62621088828557 41.34063545),1984-01-07,1984
785,Elm City College Preparatory School District,Elm City College Preparatory School,Public Charter Schools,2890113,407 James Street,New Haven,6513,203-772-7010,CT,POINT (-72.9033784 41.3137945),2009-01-07,2009
786,Unified School District #2,Albert J. Solnit Children's Center - North Campus,State Agency Facilities,3470115,36 Gardner St.,East Windsor,6088,860-292-4048,CT,POINT (-72.6135470449274 41.93169275),2000-01-07,2000
787,New London School District,Science and Technology Magnet Pathway for High School Grades,Public Schools,951311,20 Chester Street,New London,6320,860-447-6400,CT,POINT (-72.12368223646352 41.35985350402688),2016-01-09,2016
788,New Fairfield School District,New Fairfield Middle School,Public Schools,915211,56 Gillotti Rd.,New Fairfield,6812,203-312-5885,CT,POINT (-73.503207 41.458642),1989-01-07,1989
789,West Hartford School District,Norfeldt School,Public Schools,1551011,35 Barksdale Rd.,West Hartford,6117,860-233-4421,CT,POINT (-72.7636127 41.7945086),1984-01-07,1984
790,Stamford School District,Springdale School,Public Schools,1351111,1127 Hope St.,Stamford,6907,203-977-4575,CT,POINT (-73.5187793 41.0974266),1984-01-07,1984
791,Plainville School District,Plainville School District,Public School Districts,1100011,1 Central Square,Plainville,6062,860-793-3200,CT,POINT (-72.86697545 41.6717098),1996-01-07,1996
792,Old Saybrook School District,Old Saybrook Senior High School,Public Schools,1066111,1111 Boston Post Rd.,Old Saybrook,6475,860-395-3175,CT,POINT (-72.3970386 41.288685),1984-01-07,1984
793,New Haven School District,Augusta Lewis Troup School,Public Schools,931511,259 Edgewood Ave.,New Haven,6511,475-220-3000,CT,POINT (-72.9421378 41.3134918),2005-01-07,2005
794,Waterford School District,Waterford High School,Public Schools,1526111,20 Rope Ferry Rd.,Waterford,6385,860-437-6956,CT,POINT (-72.12991155368329 41.3398851),1984-01-07,1984
795,Hartford School District,Burr Middle School,Public Schools,642311,400 Wethersfield Avenue,Hartford,6114,860-695-3080,CT,POINT (-72.67148579985789 41.74570945),1984-01-07,1984
796,Enfield School District,Prudence Crandall School,Public Schools,491511,150 Brainard Rd.,Enfield,6082,860-253-6464,CT,POINT (-72.5688506 42.0160603),1984-01-07,1984
797,Eastern Connecticut Regional Educational Service Center (EASTCONN),Eastern Connecticut Regional Educational Service Center (EASTCONN),Regional Education Service Center School Districts,2530014,376 Hartford Turnpike,Hampton,6247,860-455-0707,CT,POINT (-72.08782095423874 41.7724728),2000-01-07,2000
798,Norwalk School District,Brien McMahon High School,Public Schools,1036211,300 Highland Avenue,Norwalk,6854,203-852-9488,CT,POINT (-73.4332203 41.0856984),1984-01-07,1984
799,East Hampton School District,East Hampton High School,Public Schools,426111,15 North Maple St.,East Hampton,6424,860-365-4030,CT,POINT (-72.5122214 41.5824248),1984-01-07,1984
800,Monroe School District,Stepney Elementary School,Public Schools,850311,180 Old Newtown Rd.,Monroe,6468,203-452-2885,CT,POINT (-73.2524457 41.3185079),1984-01-07,1984
801,Canterbury School District,Canterbury School District,Public School Districts,220011,45 Westminster Road,Canterbury,6331,860-546-6950,CT,POINT (-71.9769128 41.6984023),1996-01-07,1996
802,Sterling School District,Sterling Community School,Public Schools,1360311,251 Sterling Rd.,Sterling,6377,860-564-2728,CT,POINT (-71.8365781 41.7052592),2007-03-09,2007
803,Regional School District 15,Memorial Middle School,Regional Schools,2155212,1 Memorial Dr,Middlebury,6762,203-758-2496,CT,POINT (-73.0927961 41.5430487),2002-01-07,2002
804,Simsbury School District,Simsbury School District,Public School Districts,1280011,933 Hopmeadow Street,Simsbury,6070,860-651-3361,CT,POINT (-72.80017904761905 41.880254428571426),1996-01-07,1996
805,North Haven School District,Montowese Elementary School,Public Schools,1010211,145 Fitch St.,North Haven,6473,203-239-2564,CT,POINT (-72.85073061646523 41.35647),1984-01-07,1984
806,New Britain School District,Smith Elementary School,Public Schools,891311,142 Rutherford St.,New Britain,6051,860-223-1574,CT,POINT (-72.75830198267653 41.6604988),1984-01-07,1984
807,West Hartford School District,Braeburn School,Public Schools,1550211,45 Braeburn Rd.,West Hartford,6107,860-561-2200,CT,POINT (-72.7600634 41.7605975),1984-01-07,1984
808,Hamden School District,Church Street School,Public Schools,620211,95 Church St.,Hamden,6514,203-407-2020,CT,POINT (-72.93349537810403 41.35440135),1984-01-07,1984
809,Cheshire School District,Chapman School,Public Schools,250111,38 Country Club Rd.,Cheshire,6410,203-272-3591,CT,POINT (-72.8965484 41.5202089),1984-01-07,1984
810,Common Ground High School District,Common Ground High School District,Public Charter School Districts,2680013,358 Springside Ave.,New Haven,6515,203-389-0823,CT,POINT (-72.9594906 41.3378861),1999-01-07,1999
811,Wolcott School District,Wolcott School District,Public School Districts,1660011,1488 Woodtick Road,Wolcott,6716,203-879-8183,CT,POINT (-72.9601435180387 41.623068820842924),1996-01-07,1996
812,Hartford School District,Hartford School District,Public School Districts,640011,280 Trumbull Street,Hartford,6103,860-695-8000,CT,POINT (-72.6749273 41.7686949),1996-01-07,1996
813,Simsbury School District,Squadron Line School,Public Schools,1280711,44 Squadron Line Rd.,Simsbury,6070,860-658-2251,CT,POINT (-72.81223519218055 41.89899867433919),1984-01-07,1984
814,New Haven School District,Lincoln-Bassett School,Public Schools,932011,130 Bassett St.,New Haven,6511,475-220-8500,CT,POINT (-72.9310726 41.3310647),1984-01-07,1984
815,Weston School District,Weston Middle School,Public Schools,1575111,135 School Rd.,Weston,6883,203-221-6360,CT,POINT (-73.3806547 41.2128405),1984-01-07,1984
816,Meriden School District,Francis T. Maloney High School,Public Schools,806111,121 Gravel St.,Meriden,6450,203-238-2334,CT,POINT (-72.7723397255179 41.53164675),1984-01-07,1984
817,Unified School District #1,Bridgeport Correctional Center,State Agency Facilities,3360115,1106 North Ave.,Bridgeport,6604,475-225-9000,CT,POINT (-73.20049140971133 41.19004505),2000-01-07,2000
818,Stratford School District,Second Hill Lane School,Public Schools,1381011,65 Second Hill Lane,Stratford,6614,203-385-4292,CT,POINT (-73.14912076145825 41.21750635),1984-01-07,1984
819,Suffield School District,Suffield High School,Public Schools,1396111,1060 Sheldon Street,West Suffield,6093,860-668-3810,CT,POINT (-72.69271694140082 41.980191),1984-01-07,1984
821,Cornwall School District,Cornwall School District,Public School Districts,310011,5 Cream Hill Road,Cornwall,6796,860-672-6617,CT,POINT (-73.341375 41.8767465),1996-01-07,1996
822,Regional School District 08,RHAM High School,Regional Schools,2086112,85 Wall St.,Hebron,6248,860-228-9474,CT,POINT (-72.3653186925972 41.6644418),2002-01-07,2002
823,South Windsor School District,Philip R. Smith School,Public Schools,1320111,949 Avery Street,South Windsor,6074,860-648-5025,CT,POINT (-72.512912 41.8410136),1984-01-07,1984
824,Branford School District,Francis Walsh Intermediate School,Public Schools,145111,185 Damascus Rd.,Branford,6405,203-488-8317,CT,POINT (-72.7819841 41.2847828),1984-01-07,1984
825,New Canaan School District,East School,Public Schools,900411,54 Little Brook Rd.,New Canaan,6840,203-594-4219,CT,POINT (-73.4801054 41.1479433),1984-01-07,1984
826,Ridgefield School District,Farmingville Elementary School,Public Schools,1180411,324 Farmingville Rd.,Ridgefield,6877,203-894-5570,CT,POINT (-73.4689431357833 41.29579935984862),1984-01-07,1984
827,New Haven School District,King/Robinson Magnet School,Public Schools,933011,150 Fournier St.,New Haven,6511,475-220-2700,CT,POINT (-72.94222844897959 41.329179448979595),2004-01-07,2004
828,Windham School District,W. B. Sweeney School,Public Schools,1630611,60 Oak Hill Dr.,Willimantic,6226,860-465-2420,CT,POINT (-72.2282731 41.7244671),1984-01-07,1984
829,Newington School District,Martin Kellogg Middle School,Public Schools,945111,155 Harding Ave.,Newington,6111,860-666-5418,CT,POINT (-72.73206620830425 41.7081502),1984-01-07,1984
832,Bridgeport School District,Cesar Batalla School,Public Schools,151411,606 Howard Ave.,Bridgeport,6605,203-579-8501,CT,POINT (-73.2077872818862 41.16980115),1984-01-07,1984
833,Norwalk School District,Marvin Elementary School,Public Schools,1032211,15 Calf Pasture Beach Road,Norwalk,6855,203-899-2890,CT,POINT (-73.3949955812308 41.09379945),1984-01-07,1984
834,Woodbridge School District,Beecher Road School,Public Schools,1670311,40 Beecher Rd.,Woodbridge,6525,203-389-2195,CT,POINT (-73.008984 41.3351545),2012-01-07,2012
836,Berlin School District,Richard D. Hubbard School,Public Schools,70111,139 Grove St.,East Berlin,6023,860-828-4119,CT,POINT (-72.7223464 41.6147516),1984-01-07,1984
839,Putnam School District,Putnam High School,Public Schools,1166111,152 Woodstock Ave.,Putnam,6260,860-963-6905,CT,POINT (-71.91727064028497 41.92218875),1984-01-07,1984
841,New Beginnings Inc Family Academy District,New Beginnings Inc Family Academy,Public Charter Schools,2800113,184 Garden St.,Bridgeport,6605,203-384-2897,CT,POINT (-73.19895913049942 41.1698456),2002-01-07,2002
842,Connecticut Technical Education and Career System,E. C. Goodwin Technical High School,CT Technical Education and Career Schools,9001916,735 Slater Rd.,New Britain,6053,860-827-7736,CT,POINT (-72.80560757294091 41.6862965),2000-01-07,2000
843,Coventry School District,George Hersey Robertson School,Public Schools,320411,227 Cross Street,Coventry,6238,860-742-7341,CT,POINT (-72.31026194806101 41.75981595),1984-01-07,1984
844,Redding School District,Redding Elementary School,Public Schools,1170111,33 Lonetown Rd.,Redding,6896,203-938-2519,CT,POINT (-73.385358 41.3091453),1984-01-07,1984
845,Wallingford School District,Pond Hill School,Public Schools,1481211,299 Pond Hill Road,Wallingford,6492,203-294-6230,CT,POINT (-72.8191557 41.4186085),1984-01-07,1984
846,Ledyard School District,Gallup Hill School,Public Schools,720411,169 Gallup Hill Rd.,Ledyard,6339,860-536-9477,CT,POINT (-71.97481515550507 41.42833295),1984-01-07,1984
847,Westport School District,Coleytown Elementary School,Public Schools,1580311,65 Easton Rd.,Westport,6880,203-341-1710,CT,POINT (-73.3499296 41.1761819),1984-01-07,1984
848,Bristol School District,West Bristol School,Public Schools,172011,500 Clark Avenue,Bristol,6010,860-584-7815,CT,POINT (-72.98116356280347 41.68376675),2012-01-07,2012
849,Groton School District,Thames River Magnet School,Public Schools,591711,154 Toll Gate Road,Groton,6340,860-980-8230,CT,POINT (-72.06625766081777 41.3737563),1984-01-07,1984
850,West Hartford School District,Hall High School,Public Schools,1556211,975 North Main St.,West Hartford,6117,860-232-4561,CT,POINT (-72.75326646626075 41.7939364),1984-01-07,1984
851,Shelton School District,Elizabeth Shelton School,Public Schools,1260511,138 Willoughby Rd.,Shelton,6484,203-929-1330,CT,POINT (-73.13283535562526 41.31553006379423),1984-01-07,1984
852,Lebanon School District,Lebanon Middle School,Public Schools,715111,891 Exeter Rd.,Lebanon,6249,860-642-4702,CT,POINT (-72.2382541 41.6264601),1997-01-07,1997
853,Connecticut Technical Education and Career System,Windham Technical High School,CT Technical Education and Career Schools,9002416,210 Birch St.,Willimantic,6226,860-456-3879,CT,POINT (-72.22042392177241 41.71993255),2000-01-07,2000
854,Fairfield School District,Dwight Elementary School,Public Schools,510111,1600 Redding Rd.,Fairfield,6824,203-255-8312,CT,POINT (-73.305088 41.182541),1984-01-07,1984
855,Regional School District 18,Lyme-Old Lyme Middle School,Regional Schools,2185112,53 Lyme St.,Old Lyme,6371,860-434-2568,CT,POINT (-72.3274863 41.3187318),2002-01-07,2002
856,Greenwich School District,North Street School,Public Schools,570811,381 North St.,Greenwich,6830,203-869-6756,CT,POINT (-73.6190172 41.0579472),1984-01-07,1984
857,Wilton School District,Middlebrook School,Public Schools,1615211,131 School Rd.,Wilton,6897,203-762-8388,CT,POINT (-73.4383721 41.2021741),1984-01-07,1984
859,Regional School District 10,Lake Garda Elementary School,Regional Schools,2100212,61 Monce Rd.,Burlington,6013,860-673-2511,CT,POINT (-72.9087381 41.7409084),2002-01-07,2002
860,Bridgeport School District,Madison School,Public Schools,152011,376 Wayne St.,Bridgeport,6606,203-576-7186,CT,POINT (-73.20856038878081 41.2026153),1984-01-07,1984
861,East Granby School District,East Granby Middle School,Public Schools,405111,95 South Main St.,East Granby,6026,860-653-7113,CT,POINT (-72.7279499 41.9329458),1984-01-07,1984
862,Oxford School District,Oxford High School,Public Schools,1086011,61 Quaker Farms Rd.,Oxford,6478,203-888-2468,CT,POINT (-73.1380483 41.3829683),,
863,Danbury School District,Danbury High School,Public Schools,346111,43 Clapboard Ridge Rd.,Danbury,6811,203-797-4803,CT,POINT (-73.47022266248165 41.4169585),1984-01-07,1984
864,Stamford School District,Newfield School,Public Schools,1350611,345 Pepper Ridge Rd.,Stamford,6905,203-977-4282,CT,POINT (-73.54058879400124 41.09144162794512),1984-01-07,1984
865,Darien School District,Holmes Elementary School,Public Schools,350711,18 Hoyt St.,Darien,6820,203-353-4371,CT,POINT (-73.5136465 41.0795644),1996-01-07,1996
866,Groton School District,Robert E. Fitch High School,Public Schools,596111,101 Groton Long Point Road,Groton,6340,860-449-7200,CT,POINT (-72.01367841472441 41.3401671),1984-01-07,1984
868,Unified School District #1,Manson Youth Institution,State Agency Facilities,3361115,42 Jarvis St.,Cheshire,6410,203-806-2570,CT,POINT (-72.8996439 41.5288709),2000-01-07,2000
869,Mansfield School District,Mansfield School District,Public School Districts,780011,4 South Eagleville Road,Storrs,6268,860-429-3350,CT,POINT (-72.24283207762576 41.80132335),1996-01-07,1996
870,Barkhamsted School District,Barkhamsted Elementary School,Public Schools,50111,65 Ripley Hill Rd.,Barkhamsted,6063,860-379-2729,CT,POINT (-72.9899935 41.9113479),1984-01-07,1984
871,Regional School District 06,Regional School District 06,Regional School Districts,2060012,35 Wamogo Road,Litchfield,6759,860-567-7400,CT,POINT (-73.2256802 41.7280238),2002-01-07,2002
872,Hartford School District,Milner Middle School,Public Schools,641911,150 Tower Avenue,Hartford,6112,860-695-4380,CT,POINT (-72.67002 41.7979328),1984-01-07,1984
873,Ridgefield School District,Scotts Ridge Middle School,Public Schools,1185211,750 North Salem Rd.,Ridgefield,6877,203-894-5725,CT,POINT (-73.53508669623997 41.32612131192344),2002-01-07,2002
874,Naugatuck School District,Salem School,Public Schools,880611,124 Meadow St.,Naugatuck,6770,203-720-5242,CT,POINT (-73.0570600549043 41.49070515),1984-01-07,1984
875,Thomaston School District,Thomaston High School,Public Schools,1406211,185 Branch Rd.,Thomaston,6787,860-283-3030,CT,POINT (-73.09391082213806 41.65785449989002),1984-01-07,1984
876,Norwich Free Academy District,Norwich Free Academy,Endowed and Incorporated Academies Schools,9016122,305 Broadway,Norwich,6360,860-887-2505,CT,POINT (-72.08038405156037 41.53811715),2000-01-07,2000
877,Middletown School District,Farm Hill School,Public Schools,830511,390 Ridge Rd.,Middletown,6457,860-346-1225,CT,POINT (-72.64117191494351 41.5382786),1984-01-07,1984
878,Cheshire School District,Doolittle School,Public Schools,250611,735 Cornwall Ave.,Cheshire,6410,203-272-3549,CT,POINT (-72.9237698 41.4985171),1984-01-07,1984
