Town,List Year,Avg Assessed Value,Avg Sale Amount,Avg Sales Ratio,Avg Total Crimes,"Avg Crimes per 100,000",Avg Number of Schools,Avg Number of Healthcare facilities,Avg Houses Sold (Condo),Avg Condo Assessed Value,Avg Condo Sale Amount,Avg Condo Sale Ratio,Avg Houses Sold (Single),Avg Single Family Assessed Value,Avg Single Family Sale Amount,Avg Single Family Sale Ratio,geometry
Griswold,2012,134125.0,160202.89,0.98,402.0,320.43,3.0,0.0,3.0,77700.0,92098.33,0.86,25.0,140896.0,168375.44,0.99,POINT(-71.9622443 41.6035026)
Roxbury,2009,1221410.0,1330200.0,1.18,33.0,133.87,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1221410.0,1330200.0,1.18,POINT(-73.3088922 41.5568282)
Vernon,2013,123051.06,161081.13,0.92,1061.75,326.08,5.0,0.0,27.0,117753.33,154215.15,0.81,77.0,124908.7,163488.69,0.96,POINT(-72.4663331 41.8382921)
Somers,2011,217405.0,322971.43,0.69,168.0,139.15,3.0,0.0,0.0,0.0,0.0,0.0,14.0,217405.0,322971.43,0.69,POINT(-72.4461952 41.9853742)
Waterford,2011,234630.34,220221.42,1.09,1670.75,752.72,3.0,5.0,11.0,274447.27,192227.27,1.1,48.0,225505.63,226636.75,1.08,POINT(-72.1519367 41.358659)
Warren,2016,235740.0,303800.0,1.03,17.1,117.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,235740.0,303800.0,1.03,POINT(-73.3487304 41.7428733)
Putnam,2015,101357.14,136669.29,0.84,610.39,586.25,3.0,2.0,4.0,110850.0,168750.0,0.71,24.0,99775.0,131322.5,0.86,POINT(-71.9092563 41.9153094)
Old Saybrook,2014,290802.86,395392.76,0.85,408.64,340.02,3.0,3.0,2.0,139800.0,212450.0,0.63,68.0,295244.12,400773.43,0.85,POINT(-72.3761956 41.2917652)
Newtown,2013,253325.66,376659.35,0.73,534.31,183.96,5.0,1.0,7.0,171782.86,277842.86,0.62,76.0,260836.18,385760.87,0.73,POINT(-73.3086445 41.4134764)
Plainville,2012,122724.0,180027.3,0.76,1740.72,865.53,4.0,2.0,8.0,91472.5,175704.13,0.63,52.0,127531.92,180692.4,0.79,POINT(-72.8672429 41.6711395)
Danbury,2010,224719.22,282429.71,1.02,5183.86,599.06,16.0,8.0,57.0,178864.91,227458.07,0.89,103.0,250094.9,312850.91,1.09,POINT(-73.4540111 41.394817)
Enfield,2014,122907.42,156652.44,0.94,2516.06,480.07,8.0,2.0,20.0,113022.0,154275.0,0.75,112.0,124672.68,157076.98,0.98,POINT(-72.5755109 41.9789387)
Montville,2010,142407.25,161348.38,1.17,418.81,195.42,0.0,0.0,0.0,0.0,0.0,0.0,32.0,142407.25,161348.38,1.17,POINT(-72.1538184 41.4649811)
Guilford,2011,296828.55,348418.15,1.46,973.42,392.45,7.0,6.0,9.0,196700.0,244000.0,0.89,53.0,313831.51,366149.53,1.56,POINT(-72.6817616 41.2889866)
Essex,2013,286037.93,445799.97,3.27,74.59,98.8,0.0,0.0,4.0,142350.0,197500.0,0.73,25.0,309028.0,485527.96,3.68,POINT(-72.3972094 41.3321522)
Plainfield,2016,104977.67,147459.38,1.1,242.71,143.44,3.0,1.0,1.0,78960.0,63500.0,1.24,72.0,105339.03,148625.49,1.1,POINT(-71.915073 41.6764876)
Darien,2014,895015.25,1616673.82,0.67,674.97,296.98,7.0,3.0,11.0,331131.82,1133768.91,0.39,88.0,965500.68,1677036.93,0.7,POINT(-73.4692873 41.0787079)
Plymouth,2009,140548.8,176332.04,0.91,859.0,639.68,1.0,1.0,2.0,101900.0,109250.0,0.94,23.0,143909.57,182165.26,0.91,POINT(-73.0528893 41.6720318)
Bolton,2012,191270.83,235324.58,0.92,99.17,170.28,2.0,0.0,0.0,0.0,0.0,0.0,12.0,191270.83,235324.58,0.92,POINT(-72.4334173 41.7689878)
Somers,2013,196147.04,263071.85,0.77,133.89,110.76,3.0,0.0,3.0,164500.0,230146.67,0.75,24.0,200102.92,267187.5,0.78,POINT(-72.4461952 41.9853742)
Harwinton,2010,178165.71,277400.57,0.66,139.71,228.84,0.0,0.0,0.0,0.0,0.0,0.0,14.0,178165.71,277400.57,0.66,POINT(-73.05983 41.7712085)
Farmington,2016,278914.99,367858.99,0.78,1758.74,642.71,5.0,8.0,40.0,191404.23,198428.73,0.85,74.0,326218.11,459442.92,0.74,POINT(-72.8320435 41.7198216)
Barkhamsted,2017,340410.0,440000.0,0.77,36.0,89.02,1.0,0.0,0.0,0.0,0.0,0.0,1.0,340410.0,440000.0,0.77,POINT(-72.9139904 41.9292629)
Waterbury,2013,77195.58,82501.01,1.27,15039.28,1208.16,25.0,9.0,39.0,50342.05,55944.38,0.98,217.0,82021.79,87273.86,1.32,POINT(-73.0438362 41.5538091)
Cornwall,2014,302766.67,375000.0,0.85,25.0,150.14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,302766.67,375000.0,0.85,POINT(-73.3292848 41.8437058)
Roxbury,2014,540633.33,606250.0,0.91,38.0,153.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,540633.33,606250.0,0.9,POINT(-73.3088922 41.5568282)
Scotland,2015,138578.0,177738.8,0.79,23.0,127.88,1.0,0.0,0.0,0.0,0.0,0.0,5.0,138578.0,177738.8,0.79,POINT(-72.082083 41.6981999)
Haddam,2017,202978.33,311943.33,0.73,102.0,123.09,0.0,1.0,0.0,0.0,0.0,0.0,6.0,202978.33,311943.33,0.73,POINT(-72.5120333 41.4773213)
Durham,2016,234253.85,300220.04,0.85,106.85,139.25,0.0,1.0,0.0,0.0,0.0,0.0,26.0,234253.85,300220.04,0.85,POINT(-72.6812059 41.4817647)
Stratford,2011,186006.55,214074.58,1.11,4744.71,819.39,12.0,4.0,23.0,150168.7,154880.43,1.57,96.0,194592.71,228256.51,1.0,POINT(-73.1331651 41.1845415)
Lyme,2015,347501.67,392028.08,0.91,20.5,87.87,0.0,0.0,0.0,0.0,0.0,0.0,12.0,347501.67,392028.08,0.91,POINT(-72.35110142568081 41.3910952)
Montville,2014,130456.74,173262.87,1.02,456.15,212.13,0.0,0.0,1.0,48020.0,63500.0,0.76,45.0,132288.67,175702.04,1.03,POINT(-72.1538184 41.4649811)
Ridgefield,2015,482343.54,718447.44,0.69,246.88,90.23,7.0,2.0,4.0,142380.0,210437.5,0.68,78.0,499777.56,744499.23,0.69,POINT(-73.49345520437956 41.267211)
Tolland,2013,202504.0,281669.33,0.77,206.4,135.31,4.0,0.0,1.0,196800.0,324900.0,0.61,29.0,202700.69,280178.62,0.78,POINT(-72.3562252 41.818446)
Brooklyn,2013,119872.76,200369.38,0.64,424.76,510.32,2.0,0.0,1.0,142300.0,250000.0,0.57,28.0,119071.79,198596.86,0.64,POINT(-71.9497957 41.7881541)
Pomfret,2012,206590.0,174263.57,1.48,115.29,261.51,0.0,0.0,0.0,0.0,0.0,0.0,7.0,206590.0,174263.57,1.48,POINT(-71.9625736 41.8975977)
Cromwell,2010,195070.0,246427.48,1.92,1066.88,717.19,4.0,4.0,12.0,140474.17,168366.67,0.95,40.0,211448.75,269845.73,2.22,POINT(-72.6455665 41.5949942)
New Canaan,2010,1266364.29,1552550.05,0.85,352.39,157.15,5.0,2.0,14.0,495485.0,650278.57,0.79,42.0,1523324.05,1853307.21,0.87,POINT(-73.4948446 41.146763)
Newington,2010,157067.03,210087.28,0.77,2398.08,707.91,7.0,4.0,13.0,153971.54,198203.85,0.81,51.0,157856.08,213116.39,0.76,POINT(-72.7237063 41.6978777)
Windsor Locks,2011,129829.17,161545.83,0.89,700.25,501.48,4.0,1.0,5.0,126800.0,146900.0,0.91,19.0,130626.32,165400.0,0.88,POINT(-72.643631 41.9281305)
East Hampton,2011,160281.82,222995.38,0.78,525.0,339.31,4.0,0.0,9.0,103897.56,165819.44,0.72,25.0,180580.16,243578.72,0.8,POINT(-72.49192364130434 41.5744405)
Deep River,2013,220986.11,288833.22,0.77,62.83,117.41,1.0,0.0,0.0,0.0,0.0,0.0,18.0,220986.11,288833.22,0.77,POINT(-72.4356422 41.3856546)
Columbia,2015,162670.0,194776.9,1.36,65.5,113.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,162670.0,194776.9,1.36,POINT(-72.3011917 41.7020432)
Bethany,2011,235348.18,267745.45,0.94,138.55,237.15,1.0,0.0,0.0,0.0,0.0,0.0,11.0,235348.18,267745.45,0.94,POINT(-72.9970496 41.4217637)
West Haven,2017,120817.31,155365.38,0.84,3896.0,642.59,9.0,1.0,6.0,104825.0,143066.67,0.72,20.0,125615.0,159055.0,0.88,POINT(-72.9470471 41.2706527)
New Milford,2011,201059.84,242085.27,1.0,1406.22,447.46,5.0,2.0,14.0,111470.0,124245.36,0.97,49.0,226656.94,275753.82,1.01,POINT(-73.41176538312553 41.5867418)
Norwich,2015,85327.95,96789.35,1.23,2239.39,535.91,8.0,5.0,25.0,71978.0,90796.0,0.9,102.0,88600.0,98258.31,1.32,POINT(-72.0759008 41.5243537)
Beacon Falls,2009,175538.36,264879.09,1.33,279.0,460.75,0.0,0.0,3.0,154710.67,457190.0,0.36,8.0,183348.75,192762.5,1.69,POINT(-73.062608 41.4428745)
Bozrah,2014,143558.0,166800.0,1.02,43.8,160.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,143558.0,166800.0,1.02,POINT(-72.168238 41.5505962)
North Stonington,2010,161464.55,193454.55,0.84,221.0,382.76,2.0,0.0,0.0,0.0,0.0,0.0,11.0,161464.55,193454.55,0.84,POINT(-71.8807456 41.5172857)
Bethany,2016,186944.21,289088.95,1.07,96.0,164.61,1.0,0.0,0.0,0.0,0.0,0.0,19.0,186944.21,289088.95,1.07,POINT(-72.9970496 41.4217637)
Madison,2012,467407.36,547572.83,0.97,340.51,164.25,5.0,0.0,13.0,277684.62,354961.54,0.87,40.0,529067.25,610171.5,1.0,POINT(-72.5983151 41.2794282)
New Britain,2010,115374.15,130580.78,1.03,9935.3,1201.38,11.0,7.0,16.0,119363.13,118986.44,1.34,78.0,114555.9,132959.1,0.96,POINT(-72.7795419 41.6612104)
Ledyard,2016,143347.7,207616.07,0.73,313.15,190.14,2.0,0.0,4.0,77822.5,81975.0,1.08,57.0,147945.96,216432.98,0.7,POINT(-72.0175193 41.4386053)
West Hartford,2017,234204.21,330444.42,0.72,5789.0,786.25,15.0,8.0,11.0,123989.09,174263.64,0.72,46.0,260560.0,367792.0,0.72,POINT(-72.7420399 41.7620447)
New Haven,2015,167500.21,232515.21,0.79,20063.91,1402.92,35.0,14.0,26.0,124230.0,176050.19,0.81,68.0,184044.71,254104.78,0.78,POINT(-72.9250518 41.3082138)
Salem,2015,177355.0,217550.0,1.07,92.0,206.13,1.0,0.0,0.0,0.0,0.0,0.0,20.0,177355.0,217550.0,1.07,POINT(-72.2762084 41.491269)
New London,2009,169972.11,193021.71,1.08,3593.0,1212.42,7.0,5.0,6.0,150395.0,188900.0,0.97,32.0,173642.81,193794.53,1.1,POINT(-72.0997804 41.3556187)
Lyme,2017,235266.67,249666.67,0.97,27.0,115.61,0.0,0.0,0.0,0.0,0.0,0.0,3.0,235266.67,249666.67,0.97,POINT(-72.35110142568081 41.3910952)
Windham,2014,84409.82,105520.77,0.95,303.04,409.97,0.0,1.0,3.0,83860.0,118000.0,0.71,53.0,84440.94,104814.4,0.96,POINT(-72.0051201 41.8208345)
Simsbury,2011,218815.86,285178.93,0.86,574.93,213.45,4.0,2.0,18.0,147729.56,218385.17,0.89,54.0,242511.3,307443.52,0.85,POINT(-72.8012211 41.8759152)
Westbrook,2009,283372.38,340761.9,1.03,201.0,276.76,3.0,1.0,1.0,329140.0,85000.0,3.87,20.0,281084.0,353550.0,0.89,POINT(-72.4475874 41.285377)
Enfield,2013,123806.7,164599.92,0.81,2506.57,477.75,8.0,2.0,17.0,117905.88,150023.53,0.8,98.0,124830.31,167128.48,0.81,POINT(-72.5755109 41.9789387)
Bristol,2015,122841.27,176922.76,0.84,3247.8,467.34,11.0,6.0,29.0,78932.97,117749.86,0.73,171.0,130287.7,186957.92,0.85,POINT(-72.9464859 41.6735209)
Bethel,2011,407497.78,314629.81,1.23,985.96,470.83,5.0,2.0,22.0,563359.09,306652.73,1.58,32.0,300343.13,320114.06,0.99,POINT(-73.412668 41.372643)
Andover,2017,197200.0,302250.0,0.72,24.0,68.24,1.0,0.0,0.0,0.0,0.0,0.0,4.0,197200.0,302250.0,0.72,POINT(-72.37036 41.7373212)
Norfolk,2016,299744.0,320880.0,1.39,19.2,100.03,1.0,0.0,0.0,0.0,0.0,0.0,5.0,299744.0,320880.0,1.39,POINT(-73.2020577 41.9939828)
East Haven,2016,139141.33,156973.93,0.99,2074.0,636.33,7.0,3.0,2.0,116580.0,88905.0,1.26,13.0,142612.31,167446.08,0.95,POINT(-72.8684337 41.2762081)
Bethel,2010,546881.9,333509.26,1.51,870.9,416.92,5.0,2.0,14.0,1053441.43,357662.57,2.58,28.0,293602.14,321432.61,0.98,POINT(-73.412668 41.372643)
Woodbridge,2013,288070.48,361444.05,0.87,408.86,392.34,1.0,3.0,0.0,0.0,0.0,0.0,21.0,288070.48,361444.05,0.87,POINT(-73.0084385 41.352597)
Sharon,2015,252198.82,300058.82,1.08,55.24,160.8,1.0,2.0,1.0,309800.0,505000.0,0.61,16.0,248598.75,287250.0,1.11,POINT(-73.4767897 41.8792599)
Norwich,2010,134316.13,137785.43,1.2,3082.79,738.36,8.0,5.0,18.0,108666.67,135483.33,0.86,66.0,141311.44,138413.27,1.3,POINT(-72.0759008 41.5243537)
Orange,2009,260661.07,343966.33,1.1,1203.0,787.42,2.0,2.0,3.0,178205.33,531998.33,0.4,12.0,281275.0,296958.33,1.28,POINT(-73.0256609 41.2784304)
East Hartford,2017,90263.0,108377.57,1.0,4179.0,728.02,13.0,1.0,3.0,79003.33,112966.67,0.78,34.0,91256.5,107972.65,1.02,POINT(-72.6120346 41.7823216)
Watertown,2017,161665.38,211065.38,1.09,996.0,397.13,2.0,1.0,1.0,167000.0,255000.0,0.65,25.0,161452.0,209308.0,1.1,POINT(-73.1181658 41.6062078)
New Milford,2016,197791.62,270074.09,0.81,987.63,314.62,5.0,2.0,21.0,82850.0,113471.43,0.76,84.0,226527.02,309224.75,0.83,POINT(-73.41176538312553 41.5867418)
New Canaan,2017,1318461.67,1560520.83,0.9,390.0,173.65,5.0,2.0,3.0,301140.0,453333.33,0.67,21.0,1463793.33,1718690.48,0.93,POINT(-73.4948446 41.146763)
Woodbridge,2016,265426.67,358892.38,1.55,290.24,279.22,1.0,3.0,0.0,0.0,0.0,0.0,21.0,265426.67,358892.38,1.55,POINT(-73.0084385 41.352597)
Waterford,2010,186015.79,183343.23,2.41,1635.84,738.88,3.0,5.0,9.0,135756.67,150766.67,0.87,48.0,195439.38,189451.33,2.7,POINT(-72.1519367 41.358659)
Putnam,2010,132525.0,156113.42,1.08,781.58,750.8,3.0,2.0,5.0,129820.0,120392.2,1.49,7.0,134457.14,181628.57,0.8,POINT(-71.9092563 41.9153094)
Bethlehem,2011,233883.33,213333.33,1.26,64.5,162.66,0.0,0.0,0.0,0.0,0.0,0.0,6.0,233883.33,213333.33,1.26,POINT(-73.2080798 41.6393626)
Bozrah,2013,210625.0,174125.0,1.39,51.0,186.44,0.0,0.0,0.0,0.0,0.0,0.0,4.0,210625.0,174125.0,1.39,POINT(-72.168238 41.5505962)
Thompson,2016,122778.68,199949.08,0.71,112.18,109.18,0.0,0.0,0.0,0.0,0.0,0.0,38.0,122778.68,199949.08,0.71,POINT(-71.8625715 41.9587089)
Lebanon,2014,140767.62,183875.48,0.94,123.0,153.57,3.0,0.0,0.0,0.0,0.0,0.0,21.0,140767.62,183875.48,0.94,POINT(-72.2125789 41.6362097)
Portland,2014,158152.58,211798.39,0.81,218.03,215.39,5.0,1.0,5.0,127470.0,181700.0,0.84,26.0,164053.08,217586.54,0.8,POINT(-72.6406905 41.5728924)
Fairfield,2009,613443.33,746165.07,1.56,3249.0,490.81,15.0,5.0,20.0,605522.0,587975.0,1.13,88.0,615243.64,782117.36,1.66,POINT(-73.2637258 41.1412078)
Columbia,2013,155115.38,255484.62,0.61,85.62,148.45,0.0,0.0,0.0,0.0,0.0,0.0,13.0,155115.38,255484.62,0.61,POINT(-72.3011917 41.7020432)
Warren,2015,467023.75,679946.13,0.9,15.0,103.35,0.0,0.0,0.0,0.0,0.0,0.0,8.0,467023.75,679946.13,0.9,POINT(-73.3487304 41.7428733)
Easton,2017,430402.5,615687.5,0.7,30.0,35.65,2.0,0.0,0.0,0.0,0.0,0.0,8.0,430402.5,615687.5,0.7,POINT(-73.2973394 41.2528738)
Milford,2013,195457.82,252208.97,0.97,4453.28,733.6,10.0,8.0,33.0,145748.79,205036.39,0.73,91.0,213484.18,269315.51,1.06,POINT(-73.0570603 41.2222218)
Haddam,2013,176887.33,227853.07,0.84,122.8,147.87,0.0,1.0,0.0,0.0,0.0,0.0,15.0,176887.33,227853.07,0.84,POINT(-72.5120333 41.4773213)
Ledyard,2013,162932.42,209049.24,0.84,460.0,269.91,2.0,0.0,2.0,78820.0,99800.0,0.79,31.0,168359.03,216097.58,0.84,POINT(-72.0175193 41.4386053)
Wilton,2014,500108.82,790843.03,0.68,221.12,108.19,4.0,5.0,10.0,350420.0,829365.7,0.47,58.0,525917.24,784201.19,0.71,POINT(-73.4378988 41.1953739)
Newington,2012,143409.71,203478.66,0.73,2278.59,669.79,7.0,4.0,20.0,112612.5,155435.0,0.77,48.0,156241.88,223496.85,0.72,POINT(-72.7237063 41.6978777)
Ansonia,2013,125986.21,171656.83,0.8,1247.52,579.42,4.0,0.0,1.0,42400.0,33500.0,1.27,28.0,128971.43,176591.0,0.78,POINT(-73.043713 41.3423505)
Stratford,2015,164489.28,215871.58,0.82,3740.93,647.03,12.0,4.0,45.0,147858.22,193881.36,0.8,135.0,170032.96,223201.66,0.83,POINT(-73.1331651 41.1845415)
Orange,2010,281363.17,359242.25,0.94,1225.0,800.81,2.0,2.0,3.0,165605.33,478723.33,0.41,21.0,297900.0,342173.52,1.02,POINT(-73.0256609 41.2784304)
Norfolk,2009,303980.0,527000.0,0.87,42.0,219.3,1.0,0.0,0.0,0.0,0.0,0.0,5.0,303980.0,527000.0,0.87,POINT(-73.2020577 41.9939828)
Berlin,2011,182929.79,243366.62,0.96,1055.96,500.36,3.0,0.0,12.0,175875.0,276738.33,0.64,35.0,185348.57,231924.89,1.08,POINT(-72.7456519 41.621488)
Montville,2011,283022.5,323500.0,0.85,446.0,207.95,0.0,0.0,0.0,0.0,0.0,0.0,4.0,283022.5,323500.0,0.85,POINT(-72.1538184 41.4649811)
New London,2017,108042.67,150724.47,0.85,15338.0,465.15,7.0,5.0,2.0,106750.0,165500.0,0.64,13.0,108241.54,148451.31,0.88,POINT(-72.0997804 41.3556187)
Stafford,2012,126218.82,150655.76,1.23,232.24,176.95,0.0,0.0,1.0,114520.0,135000.0,0.85,33.0,126573.33,151130.18,1.24,POINT(-72.2895812 41.9851964)
Hamden,2012,153632.59,188554.91,0.96,5042.01,763.26,9.0,11.0,25.0,126078.8,144700.0,0.95,114.0,159675.09,198172.21,0.97,POINT(-72.8968574 41.3959302)
Chester,2012,382737.5,475625.0,0.79,36.0,82.94,1.0,1.0,0.0,0.0,0.0,0.0,4.0,382737.5,475625.0,0.79,POINT(-72.4509204 41.4031547)
Willington,2015,187187.5,201157.5,1.0,92.0,133.47,0.0,0.0,0.0,0.0,0.0,0.0,8.0,187187.5,201157.5,1.0,POINT(-72.2598935 41.874428)
North Branford,2013,167875.0,215390.94,0.83,578.5,358.48,3.0,2.0,8.0,117887.5,156171.75,0.77,28.0,182157.14,232310.71,0.85,POINT(-72.7673198 41.3275971)
Colebrook,2016,175150.0,199328.25,1.01,19.0,111.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,175150.0,199328.25,1.01,POINT(-73.0956646 41.9895388)
Oxford,2012,224022.08,320246.38,0.76,190.83,167.39,3.0,0.0,11.0,241348.18,371369.09,0.7,13.0,209361.54,276988.69,0.81,POINT(-73.1172769 41.4351795)
Windham,2011,92242.57,104331.4,1.34,322.86,436.86,0.0,1.0,1.0,95800.0,128500.0,0.75,34.0,92137.94,103620.56,1.35,POINT(-72.0051201 41.8208345)
Stonington,2009,287866.07,311530.32,0.97,822.0,397.67,1.0,0.0,7.0,203585.71,281285.71,0.89,49.0,299906.12,315850.98,0.99,POINT(-71.9059042 41.3359327)
Berlin,2010,208857.03,234746.58,1.11,1151.08,546.7,3.0,0.0,15.0,237311.0,231887.87,1.13,44.0,199156.82,235721.14,1.11,POINT(-72.7456519 41.621488)
Glastonbury,2016,217407.53,336195.95,0.68,1553.95,421.17,6.0,3.0,36.0,129951.39,212211.39,0.66,130.0,241626.15,370530.14,0.69,POINT(-72.608146 41.7123218)
Branford,2017,181550.0,271592.31,0.73,1725.0,519.41,5.0,4.0,13.0,132600.0,204807.69,0.67,13.0,230500.0,338376.92,0.78,POINT(-72.8150989 41.2795414)
Bristol,2016,120617.77,170522.49,0.86,3211.76,461.99,11.0,6.0,13.0,85879.23,132063.46,0.69,135.0,123962.96,174225.96,0.88,POINT(-72.9464859 41.6735209)
Clinton,2012,212921.95,320993.83,1.54,918.8,604.57,3.0,0.0,2.0,107800.0,142450.0,0.78,39.0,218312.82,330149.92,1.58,POINT(-72.5275904 41.2787104)
Ashford,2010,165082.0,171260.0,1.26,69.0,145.6,1.0,0.0,1.0,58800.0,39000.0,1.51,9.0,176891.11,185955.56,1.23,POINT(-72.1214653 41.8731532)
Westbrook,2012,187795.0,236480.0,1.19,145.5,199.27,3.0,1.0,1.0,235400.0,375000.0,0.63,19.0,185289.47,229189.47,1.22,POINT(-72.4475874 41.285377)
New Milford,2009,244870.78,309690.2,0.82,1257.0,401.49,5.0,2.0,9.0,142877.78,183155.56,0.78,42.0,266726.43,336804.76,0.83,POINT(-73.41176538312553 41.5867418)
Plymouth,2014,130256.6,133286.15,1.18,573.77,425.45,1.0,1.0,1.0,79150.0,86000.0,0.92,46.0,131367.61,134314.11,1.19,POINT(-73.0528893 41.6720318)
East Hartford,2012,101587.42,121899.53,0.98,5036.08,875.2,13.0,1.0,11.0,103483.64,133863.64,0.86,107.0,101392.48,120669.58,1.0,POINT(-72.6120346 41.7823216)
Woodstock,2010,195298.39,224230.43,1.95,119.61,143.33,2.0,0.0,4.0,111275.0,98625.0,1.16,19.0,212987.53,250673.68,2.11,POINT(-71.9739626 41.9484307)
New Fairfield,2013,293785.34,347902.75,0.95,115.64,71.42,4.0,0.0,0.0,0.0,0.0,0.0,44.0,293785.34,347902.75,0.95,POINT(-73.4856789 41.4664832)
Washington,2009,716139.09,900243.45,1.19,114.0,274.69,0.0,0.0,0.0,0.0,0.0,0.0,11.0,716139.09,900243.45,1.19,POINT(-73.3106731 41.6314845)
Lebanon,2017,147983.33,191900.0,1.05,75.0,93.77,3.0,0.0,0.0,0.0,0.0,0.0,12.0,147983.33,191900.0,1.05,POINT(-72.2125789 41.6362097)
East Windsor,2016,111037.84,154420.08,0.91,842.71,741.61,2.0,1.0,13.0,92760.0,150508.85,0.68,38.0,117290.79,155758.13,0.98,POINT(-72.6130726 41.9156316)
Winchester,2014,133802.44,165726.12,0.98,695.9,562.86,0.0,0.0,1.0,85050.0,57000.0,1.49,40.0,135021.25,168444.28,0.97,POINT(-73.10450029832403 41.918742)
Southington,2014,174037.27,254553.68,0.85,2368.25,514.19,8.0,2.0,22.0,125729.09,195077.32,1.02,106.0,184063.49,266897.83,0.81,POINT(-72.8782941 41.6005435)
Ashford,2014,129599.41,181988.24,0.78,66.71,140.4,1.0,0.0,0.0,0.0,0.0,0.0,17.0,129599.41,181988.24,0.78,POINT(-72.1214653 41.8731532)
Madison,2014,367217.14,549962.49,0.75,208.92,100.9,5.0,0.0,15.0,207593.33,289733.33,0.77,90.0,393821.11,593334.01,0.75,POINT(-72.5983151 41.2794282)
Ledyard,2014,144583.95,192407.05,0.89,285.05,167.39,2.0,0.0,1.0,76860.0,85500.0,0.9,37.0,146414.32,195296.43,0.89,POINT(-72.0175193 41.4386053)
Westport,2013,840356.33,1326722.56,0.74,941.04,314.92,7.0,1.0,4.0,301500.0,431800.0,0.69,93.0,863532.95,1365213.85,0.74,POINT(-73.3578955 41.1414855)
Sterling,2014,127363.85,144976.23,1.33,59.08,164.38,1.0,0.0,0.0,0.0,0.0,0.0,13.0,127363.85,144976.23,1.33,POINT(-71.828682 41.707599)
Watertown,2015,148553.57,199970.59,0.93,1384.02,552.3,2.0,1.0,0.0,0.0,0.0,0.0,56.0,148553.57,199970.59,0.93,POINT(-73.1181658 41.6062078)
Canterbury,2013,161460.0,187229.6,1.0,68.1,125.07,2.0,0.0,0.0,0.0,0.0,0.0,10.0,161460.0,187229.6,1.0,POINT(-71.9710811 41.6984209)
Sherman,2009,540488.89,612766.67,1.04,69.0,156.11,1.0,0.0,0.0,0.0,0.0,0.0,9.0,540488.89,612766.67,1.04,POINT(-73.4956795 41.5792607)
Stafford,2016,132788.0,166417.34,1.1,164.31,125.55,0.0,0.0,1.0,39060.0,26207.0,1.49,34.0,135544.71,170541.18,1.09,POINT(-72.2895812 41.9851964)
Old Saybrook,2012,459766.04,479488.68,0.99,414.57,344.6,3.0,3.0,3.0,207100.0,250333.33,0.81,50.0,474926.0,493238.0,1.0,POINT(-72.3761956 41.2917652)
Wilton,2015,507227.18,750805.76,1.47,218.31,107.04,4.0,5.0,10.0,269787.0,418350.0,0.65,68.0,542144.85,799696.31,1.59,POINT(-73.4378988 41.1953739)
Hampton,2010,178180.0,320000.0,0.56,24.0,118.12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,178180.0,320000.0,0.56,POINT(-72.0547977 41.7839873)
Union,2012,187390.0,198500.0,0.94,12.0,149.44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,187390.0,198500.0,0.94,POINT(-72.1572992 41.9909296)
New Canaan,2011,1178634.91,1424289.82,0.89,400.74,178.21,5.0,2.0,13.0,500963.08,570000.0,0.94,44.0,1378856.14,1676693.64,0.87,POINT(-73.4948446 41.146763)
Franklin,2014,127075.0,217000.0,0.59,78.0,366.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,127075.0,217000.0,0.59,POINT(-72.1459112 41.6089873)
Ridgefield,2013,436436.75,665752.66,0.68,206.25,75.16,7.0,2.0,11.0,190295.45,279780.73,0.7,69.0,475676.67,727284.42,0.67,POINT(-73.49345520437956 41.267211)
Portland,2015,161626.57,235523.65,0.79,258.73,256.18,5.0,1.0,6.0,145856.67,222983.33,0.67,31.0,164678.81,237950.81,0.82,POINT(-72.6406905 41.5728924)
West Haven,2016,129848.17,171315.66,0.83,3805.16,627.83,9.0,1.0,17.0,90221.76,122054.12,0.73,114.0,135757.37,178661.68,0.85,POINT(-72.9470471 41.2706527)
Stamford,2016,323582.02,590326.8,0.62,6949.28,512.75,20.0,17.0,140.0,178886.21,482310.22,0.55,157.0,452610.13,686647.32,0.68,POINT(-73.5387341 41.0534302)
Suffield,2016,207970.38,304469.23,1.06,336.36,214.41,3.0,2.0,9.0,122920.0,206477.78,0.65,44.0,225367.05,324512.93,1.15,POINT(-72.6506604 41.9816944)
Canterbury,2011,135500.0,147229.17,1.12,143.0,263.02,2.0,0.0,0.0,0.0,0.0,0.0,12.0,135500.0,147229.17,1.12,POINT(-71.9710811 41.6984209)
Shelton,2012,204292.29,307450.32,0.71,1387.41,313.7,7.0,8.0,35.0,169864.0,277463.57,0.69,61.0,224046.23,324655.84,0.72,POINT(-73.150955 41.370196)
Somers,2012,193535.22,258128.7,0.81,139.83,115.66,3.0,0.0,1.0,10500.0,371835.0,0.03,22.0,201855.0,252960.23,0.84,POINT(-72.4461952 41.9853742)
